text,label
"Queden advertidos, pues, de que The I-Land es solo para auténticos conneiseurs de la morralla. Para forenses de la incompetencia. Si lo que pretende es Pasar un buen rato sin más, aléjese lo más posible de esta serie. Lo más posible. Es aburrida hasta lo comatoso. Pero si usted es un trastorn… un aficionado a las debacles como yo, si disfruta diseccionando cada frase mal escrita y mal interpretada, cada giro estúpido e inexplicable del guion.",0
"Tres días después de que Eli desapareciera, Artie fue al área de vigilancia a, digamos, Pasar un buen rato con ese chico, ya sabes, a manosearse, besarse, entrar en calor... Bueno, la Artie pasional llegó por sorpresa mientras el chico estaba haciendo la inspección de la grabación de la biblioteca. Se le subió encima en la silla giratoria, frente a las pantallas, y comenzaron a besarse. Artie se separó del beso un instante para quitarse la camisa y fue entonces cuando sus ojos se encontraron con el momento exacto en el que Eli estaba imprimiendo algo.",1
"Esta obra fue una de las primeras comedias que leí y desde el primer momento me encantó, me enganché demasiado con el texto y las desventuras de sus personajes y supe que tenía que hacerla. Espero que esta historia de amor a la vida pueda llegar a mucha gente que lo necesita y venga a Pasar un buen rato con nosotros.",0
"""En 2018 abrí las puertas de Momento Incantatem, junto a mi hermana, gracias a un viaje que hicimos a los parques temáticos de Orlando. Allí nos inspiramos para traer esa fantasía a los bogotanos y traducirla en un lugar donde puedan Pasar un buen rato con un café, una hamburguesa o nuestra famosa cerveza de mantequilla"", comenta Janine Tapia, dueña del lugar.",0
"Por ello para que juegues bromas a tus amigos y te diviertes confundiendolos te presentamos la forma de mandar ""mensajes invisibles"", los cuales no tienen una función en específica, pero son perfectos para Pasar un buen rato en los grupos con tus amigos o si eres tímido declarar tu amor por tu crush sin que se entere realmente.",0
"""Ah, ¿sí? ¿Y qué me vas a hacer? ¿Me vas a Contar un cuento?""... Eso mismo: te voy a contar el cuento de la Bella Durmiente del Bosque... Eso lo primero. Primero te cuento el cuento, y luego... ya verás, ya verás luego la de cosas que te voy a hacer...",1
"Y agrega: ""Sólo después de todo ese tiempo, en el que además pasó penurias en París y escribió de sol a sol, Gabriel García Márquez entendió que tenía que Contar un cuento. Un cuento que se consigue en cualquier librería medianamente respetable de este mundo. Por eso me producen risa hoy en día los estudiantes de literatura que llegan con veintantos años a la universidad y creen que ya están listos para escribir una gran novela"".",1
"A esas transformaciones químicas, y no a otra cosa, llamamos explosión, el tiempo cortísimo es todo en estos fenómenos, por eso te pregunto, ¿puede haber una explosión lenta? No sé qué pensar. A ver ¿puede haber lluvia lenta?, ¿qué sería eso? Creí entender, maestro, si me disculpa, que había aceptado usted Contar un cuento. Y entendiste bien, muchacho. ¿Es esto de la explosión un cuento?",1
"Te voy a Contar un cuento maya: hágase así, dijeron los Dioses hace muuucho tiempo, que se llene el vacío, que el agua se aparte y surja la tierra y se afirme, que aclare y amanezca en el cielo y la tierra... no habrá gloria ni grandeza hasta que exista el ser humano formado, así dijeron, entonces la vida se volvió plena, los humanos éramos libres y justos, dábamos y tomábamos obedeciendo el soplo de nuestro ser... pero ignoramos cuál ha sido nuestro origen, por eso nadie ha narrado más nuestros hechos... porque dejamos de hacer historia.",1
"Cuando salgas de aquí, cuando te despiertes, te voy a Contar un cuento, y otro, y otro, pero por favor, despertate... Eso te decía cuando me daban unos minutos para estar contigo en esa sala de terapia intensiva donde te veías como un pequeño pajarito herido, con los bracitos y piernas abiertas, conectado a tubos, cablecitos y aparatos.",1
"El archipiélago británico incluye a otras islas internas y externas: la Escocia de Alisdair Gray, el País de Gales de Bruce Chatwin, la Irlanda de Edna O'Brien y hasta el Japón de Katzuo Ishiguro. No habría novela norteamericana para ampliar la diversificación cultural, racial y de género, sin la afroamericana Toni Morrison, sin la cubano-americana Cristina García, sin la méxico-americana Sandra Cisneros, sin la indoamericana Louise Erdrich o sin la sinoamericana Amy Tan: Cherezadas modernas todas ellas, que al Contar un cuento cada noche, aplazan nuestra muerte cada día...",1
"Si es un recurso mío haber sido médico alguna vez, me parece que debería utilizar este recurso; si es un recurso mío haber estudiado teatro algún día para poder hacer esta cosa histriónica  de Contar un cuento, sería bueno que yo lo usara; si es un recurso mío haber viajado por algunas provincias del interior, haber hecho campamento o haber vivido en algún momento en un kibutz, seguramente es bueno para mí utilizar estos recursos para poder transmitir lo que he aprendido.",1
"Un buen cuento debía llegar a todas las latitudes de la Tierra, para que lo oyeran las naciones y los continentes... Entonces nace el cine. Pero he aquí que ahora nadie sabe Contar un cuento. ¿O será que ya no hay nada que contar en el mundo? En realidad, todo está contado ya y no hay más que un cuento. El hombre moderno inventa mil cosas vanas todos los días, pero lo esencial está inventado hace muchos siglos.",1
"Aurora.- La cocina es el único lugar en donde podemos contar nuestras cosas. ¡Hay tanto ruido! Nada tiene de malo contarnos historias. Es como leer un libro, como Contar un cuento, hermana. Nada tiene de malo imaginar. Hermana.- Espérela aquí un momento, hermana. Me tengo que retirar. Con su permiso.",1
"Es que no sé por dónde empezar ni si tiene sentido sacarlo para afuera. Es una verdadera pesadilla. Estoy con mi madre, en una pieza de la cárcel, con uno de los torturadores... Yo tenía seis años. Y el hijo de puta que me dice: ""Te voy a Contar un cuento. El mismo que le cuento a mi hija todas las noches para que se duerma. El de las dos hermanas que vivían en el pozo, porque su madre era muy mala y se había olvidado de ellas... Un día llegó el hombre misterioso y se llevó a la más pequeña.",1
"La reparación de un motor me la habían pintado como muy difícil. El dueño dijo que ni en Miami le podían dar al clavo. Pascual, cuando examinó el problema, dejó salir un silbido de pesimismo. El asunto está Pelón. Revisé los planos y luego el motor. ¿Dónde dijo que le arreglaron la máquina, mister? En un taller de Miami; le cambiaron casi todo por refacciones nuevas. Pues ahí estuvo el mal. ¿Ve este repuesto que está debajo? No es el que corresponde, aunque parece que sí. ",0
"Tengo al alcance de la mirada el espectáculo del volcán, este pobre volcán que estuvo mucho tiempo -antes de que pasara la cosa por supuesto- todo Pelón y lleno de lacras y cicatrices como una fiera con jiote. Hoy luce esplendoroso en amarillos y verdes. Se ha ido poblando él sólito de unos árboles que llamábamos antes San Andrés. ",0
"Pues razón de más para estar fuerte; aquí está cabrón: el más Pelón arrastra el pelo y el más tullido es alambrista, uno nunca sabe dónde puede saltar la liebre, yo, en cuanto llego, parece que me están esperando los cabrones, se arma la bronca, y pues tengo que..., se hizo a un lado la camisa desfajada y mostró una escuadra. ",1
"Estaba Corchado presenciando una corrida en la que sus compañeros José Doblado, El Pelón y Cristóbal Ortiz —picador este último que, junto al utrerano Juan López, picó al Barbudo que mató a Pepe-Hillo— se las entendían con los toros de don Vicente Vázquez, ganadero que fundó la casta vazqueña al ligar la morfología de la sangre Cabrera, la codicia de la de Casa Ulloa, el poder y sentido de las reses de Bécker y la nobleza de las de Vistahermosa.",1
"Sombreros de palma y machetes en ristre, fieros pasamontañas, puños en alto, pelos de punta cuidadosamente peinados en picos de estrella sobre el cráneo Pelón, en la oscuridad de las ocho de la noche los ejidatarios de Atenco que iban a la vanguardia, los militantes del MPR y del CGH que venían después y los anarcopunks del tianguis de El Chopo que cerraban la columna, todos se detuvieron en seco a lo largo de la avenida Félix U. Gómez.",1
"¡Hey! Se paró el carro. Sí... aquí el muy güey del primo. Sáquenme. Putos. Órale, por fin la luz. Chin. Puro cinto piteado. Hay que dar abrazos. Al cabo y qué. Los primos me traen como su changuito. Me restriegan la cabeza. Pelón de hospicio, me dicen. Cómo mis jefes dejaron que... Cada que llegamos a una mesa. ""¡Es el primillo loco de Chicali!"". El otro primo se fue a conectarme. ¡Sí!, ¡una cheve, por favor! Coca Cola no. Cerveza, cheve. Pinche tonto del barril",1
"Incluir en sus próximos estudios, como son la Encuesta Nacional de Adicciones, la Encuesta de Salud Mental y las Encuestas Escolares, indicadores globales que permitan detectar la prevalencia del juego, el tiempo y tipo de juego al que se recurre, su frecuencia y la proporción que tiene Problemas con el juego.",1
"-¿Y qué sientes cuando ves a un tipo vicioso que tiene Problemas con el juego? -La ludopatía, en el mundo entero y en Chile, afecta al 2% de la población. Para qué te voy a hablar del porcentaje del alcoholismo. Nosotros tenemos un programa que se llama ""jugados por ti"", en el que ayudamos a los clientes que van camino a alguna adicción como la ludopatía o el alcoholismo. Tenemos gente capacitada que los ayuda y asesora, porque en el fondo, esconden otro problema.",1
"Otro factor de alto riesgo es la iniciación de los juegos de azar a edades tempranas o precozmente; es decir, en la infancia y la adolescencia (McGowan et al, 2000; Stinchfield et al, 2006). Este factor podría ayudar a comprender la mayor prevalencia de Problemas con el juego entre los jóvenes varones comparado con las jóvenes del sexo femenino, puesto que los varones al iniciarse en el juego a edades más tempranas que las mujeres tendrían una mayor probabilidad de generar abuso y dependencia a los juegos de azar (Lesieur y Blume, 1987; Ladouceur et al.,",1
"Los Problemas con el juego pueden ser difíciles de detectar, ya que no suelen presentar señales de alarma de carácter físico. Como en otras adicciones, son los familiares o amigos quienes primero perciben el problema porque la persona afectada pudiera considerar no tenerlo.",1
"Según los expertos que multiplican sus opiniones en revistas y webs especializadas, Woods no debería estar tan mal como hace dos meses si finalmente ha decidido participar en busca de su quinto Masters (y ponerse a uno de los seis del Oso Dorado) y su 15º grande. Claro que esos mismos expertos, todos, añaden un pero. Uno dice que en una de las dos rondas de práctica que jugó en Augusta esta semana, Woods no fue capaz de bajar de 72 golpes, el par del campo, y que mostró los mismos Problemas con el juego corto que se le habían visto en los dos últimos años, los que le han llevado del número uno mundial, de 39 años, a más allá del 100 en el ránking.",0
"Son pocos los que logran reconocer su problema y llaman al 0800 8631, la línea gratuita para recibir la atención directa del programa. ""La gran mayoría de los ludópatas están invisibilizados"", asegura Coll. La estimación del especialista es que el 2% de los uruguayos tiene Problemas con el juego y la mitad de ellos, unas 30.000 personas, padecen la enfermedad.",1
"Este puede ser un grave problema en los próximos años y no es buena noticia que ya a los 15-16 años existan vías de acceso rápido a este tipo de webs. Algunos estudios encuentran que apostar dinero en los años de adolescencia es un potente predictor de Problemas con el juego online en los años siguientes y en la etapa adulta (DiCicco-Bloom y Romer, 2012; Marchica, Zhao, Derevensky y Ivoska, 2017).",1
"Los resultados confirmaron lo que algunos se esperaban: las provincias con más jugadores adictos eran las que contaban con más máquinas VLT y tragaperras de cualquier tipo. En Nueva Escocia, el 5,5 por 100 de la población adulta tenía Problemas con el juego; en Alberta, el 4,8 por 100; en Quebec, el 4,4 por 100. Otras investigaciones que se llevaron a cabo en las mismas fechas -en los últimos años del siglo XX y los primeros del XXI- mostraron datos peores.",1
"En el Estudio de prevalencia del juego en España en 2013, dirigido por Francisco Javier Labrador para la SELAE y llevado a cabo sobre una muestra de 3.000 entrevistas en la calle por todo el territorio de España, se concluye que el 5 por 100 de la población adulta española tiene Problemas con el juego. El Estudio sobre prevalencia, comportamiento y características de los usuarios de juegos de azar en España 2015, de la Dirección de General de la Ordenación del Juego, dirigido también por Francisco Javier Labrador y sostenido sobre 6.816 entrevistas en la calle, fija la tasa de ludopatía en el 0,9 por 100 y la de jugadores problemáticos en el 1 por 100. Según esta encuesta, un 1,9 por 100 de los españoles tenía en 2015 problemas con los juegos de azar.",1
"El relato es, como no puede ser de otra manera, muy ""jordanista"". Por eso uno de los momentos que más me gustó fue el duelo con Detroit, con Isiah Thomas, porque muestra también algunas de sus ""debilidades"" humanas y que había gente que le hacía frente. Creo que rompe con ese relato de que Jordan hacía todo bien y muestra su cara ante la derrota. En esa misma línea, me gustó su momento de intimidad y de Problemas con el juego. Creo que otro gran momento que atraviesa toda la serie, es lo de mostrar que a él no le interesaba ser el mejor compañero del mundo. Él entrenaba y jugaba para ganar y si eso implicaba tratar mal a un compañero, lo hacía. Una de las mayores críticas que tengo es el relato pro Jordan, aunque es difícil que fuera de otra manera.",0
"Graterol volvió a ser gran protagonista al salvar un cabezazo de Banguero que llevaba sello de gol, a los 38. América tuvo muchos Problemas con el juego aéreo, y afortunadamente para sus intereses, Graterol estuvo en una buena noche.Guillermo Murillo no contó con suerte y salió lesionado para darle paso a Luis Sánchez, con lo que Juan Cruz Real terminó con su formación tradicional. Yesus dejó a Sánchez de cara a la portería, pero no tuvo potencia en el disparo.",0
"El juego de azar puede provocar un trastorno de ludopatía. Es importante solo registrarse en casinos regulados y jugar con actitud consciente y responsable, lo que implica solo apostar por diversión, saber administrar el bankroll, el tiempo y no abusar de los bonos. En caso de que estés experimentando Problemas con el juego, puedes consultar con atención al cliente del casino para que te presten la ayuda adecuada.",1
"Es de señalar que en más del 40% de los casos en los que remite el cuadro a largo plazo presentan sobrepeso u obesidad leve, problema que ya existía antes de debutar el Trastorno alimentario o existían antecedentes familiares de obesidad. En relación a esto, Carmiña Saldaña halló una fuerte asociación entre el seguimiento de dietas y trastornos de la conducta alimentaria. En el 81 % de las mujeres bulímicas, la dieta precedió a los atracones, y que hasta un 96% de bulímicas señalaron que realizaban dietas antes del diagnóstico",0
"Estos valores y actitudes toman más fuerza entre las mujeres, jóvenes y clases altas. Precisamente, en estos grupos ha disminuido el porcentaje de obesidad y sobrepeso y ha aumentado el bajo peso y los trastornos de la conducta alimentaria. Así, la sociedad parece enfrentarse a un dilema de engordar o sufrir un Trastorno alimentario. Dilema del que se puede salir con una adecuada educación de hábitos alimentarios y de ejercicio.",1
"Un plan busca detectar con precocidad a través de Internet el riesgo de Trastorno alimentario en el entorno escolar. El diagnóstico de la anorexia ha sido siempre complicado. Y la detección de la enfermedad, demasiadas veces tardía. En ocasiones es el pediatra quien tiene el primer contacto con el paciente. En otras, como apuntaba ayer Luis Rojo, responsable de la unidad de trastornos de la conducta alimentaria del hospital La Fe de Valencia, se produce después de una peregrinación de visitas a especialistas condicionadas por los síntomas que más preocupan a los padres y a la propia enferma -son chicas en un 95% de los casos-. Si es la amenorrea -la falta de menstruación- acudirán al ginecólogo, si es el dolor abdominal al médico de digestivo y cuando es la disminución de peso el aspecto que más preocupa, el destino será la consulta del endocrinólogo.",1
"A modo de resumen, hemos querido exponer algunos aspectos de la fisiopatología de la diabetes con objeto de contemplar estos aspectos en el diagnostico diferencial con lo que en psiquiatría entendemos por Trastorno alimentario. Deseamos insistir que las dificultades sobreañadidas que se derivan de esta información fisiopatológica para el psiquiatra frente a un diagnóstico correcto y sus marcadas implicaciones para la planificación del tratamiento.",0
Pero tal vez el hallazgo más relevante como psiquiatras infantiles preocupados por delimitar claramente la posible relación entre ambas entidades clínicas sea el hecho de que el 30 % de los pacientes con diabetes tipo 1 presentaran el Trastorno alimentario antes que la diabetes frente al 90 % en la diabetes tipo 2.,0
"No todas las chicas que hacen dieta tienen Trastorno alimentario un ni todas las chicas que tienen unTrastorno alimentarioson bulímicas o anoréxicas. Entre éstas hay diferencias de grado. Sin embargo, a veces resulta muy difícil para las madres reconocer los síntomas de una enfermedad en ciernes (ver Cuáles son las señales...). Las chicas lo sufren en secreto.",1
"Las personas con Trastorno alimentario no pueden experimentarse a sí mismas como individuos unificados o autocontrolados, capaces de dirigir su vida. Cuando la anorexia se desarrolla, sienten que la enfermedad está causada por una fuerza misteriosa que las invade. Otras relatan que se sienten divididas, como segmentadas en dos personas. Aunque pocas lo expresan abiertamente, a lo largo de sus vidas han sentido que ser mujer representaba una desventaja y que soñaban con triunfar en áreas generalmente consideradas ""masculinas"".",1
"Otro estudio de la ACAB incide en esta cuestión, pero en otra edad, la universitaria, lo que le convierte en la primera investigación sobre Trastorno alimentario  realizada en población universitaria. Así, ha detectado que un 6,38% de las estudiantes catalanas podría ser víctima de algún tipo de Trastorno alimentario y que el 11,48% de las 549 jóvenes encuestadas presentaban síntomas patológicos que las situarían en el grupo de alto riesgo. Pero igual de significativo es que hasta un 97% de las mujeres con edades comprendidas entre los 18 y los 25 años (población universitaria catalana) asegura seguir o haber seguido en algún momento de su vida una dieta estricta.",1
"La anorexia nerviosa (A.N.) se encuentra entre las principales enfermedades sicosomáticas. Es una forma de autoprivación, es un Trastorno alimentario caracterizado por un bajo peso corporal (menos del 85% del peso normal para la altura y la edad), una imagen distorsionada del cuerpo y un intenso miedo a engordar.",1
"En la etapa de la adolescencia se pueden presentar trastornos de la alimentación por la influencia de culturas con ""ideales de la moda"". Esta disparidad entre lo real y lo deseado conduce a una conducta alimentaria inadecuada, como son la anorexia nerviosa y bulimia en un extremo, y obesidad en el otro, problemas que en los Estados Unidos han ido en aumento (1). En los últimos 10 años las frecuencias de anorexia nerviosa han aumentado en muchachas de 10 a 19 años de edad (2). Los estudios predominantes en las mujeres durante la adolescencia tardía y la adultez temprana han referido tasas de 0.5% a 1.0% casos clínicos que cumplen con todos los criterios, y un predominio más alto de diagnósticos casi umbrales de un Trastorno alimentario. La bulimia nerviosa prevalece en mujeres adolescentes y adultas jóvenes de 1 a 3%, y la tasa de presentación en los hombres es de una décima parte de la observada en mujeres.",1
"Aproximadamente una de cada cinco españolas de entre 13 y 22 años padece un Trastorno alimentario, lo que coloca a España casi a la par de sus vecinos europeos, dijo Gonzalo Morande, médico que encabeza el departamento especializado en esas enfermedades, en el Hospital Niño Jesús de Madrid.",1
"Ahora, las buenas noticias, que son bastantes. Los científicos han podido comenzar a escarbar la superficie de estas enfermedades, entendiendo mejor sus causas, mecanismos y abriendo puertas a tratamientos más efectivos. Hoy sabemos que entre los culpables de un Trastorno alimentario se cuentan grupos de genes alterados, que a su vez determinan desbalances neuroquímicos en las áreas del cerebro a cargo del apetito y la alimentación. Esto lleva, en mayor o menor grado, a una cierta predisposición a enfermarse. Vivimos en una sociedad obsesionada con el cuerpo y la apariencia",0
"""Hay que averiguar qué función tiene el Trastorno alimentario en su vida. Normalmente, lo entienden como una superación, porque conseguir dominar el alimento hasta el punto de no necesitarlo implica estar muy por encima de las necesidades de la mayoría. De ahí que hablen de esa sensación de logro ('...me proporcionas un sentimiento de logro...')"", explica Michael Rooney",0
"Toda esta información la estoy recogiendo para los otros marinos que deseen recorrer estos mares, así como también estoy dibujando un mapa de la zona, con los Pocos recursos que cuento. ¡Espera, Ana campana! -exclamó Irú- Voy a buscar el mapa para que lo veas.",0
"El Estado deberá garantizarle el acceso universal y equitativo a los servicios y programas de salud y debe proteger especialmente a los grupos de población que se encuentren en situación de vulnerabilidad, es decir, los que están en riesgo biológico, económico y social (niños, ancianos, mujeres embarazadas, discapacitados y sectores de Pocos recursos económicos).",1
"Ese ambiente poco estimulante, que explica nuestro deficitario desarrollo tecnológico, se refuerza por el ánimo excesivamente conservador de los bancos e instituciones financieras, y la virtual inexistencia de una industria del capital de riesgo. ¿Dónde están, en nuestro medio, las incubadoras de empresas? ¿A quién recurre, para financiarse, el profesional joven con buenas ideas y escaso capital? ¿Existe un medio que lo estimule a ser creativo? Sólo algunas instituciones públicas como Corfo se aventuran en este campo, con Pocos recursos y escaso reconocimiento a su meritoria labor.",0
"Lo escuchó palabra por palabra, a pesar de la relativa lejanía, ya con el carro andando. Y en medio de la ebriedad que empezaba a sudar y de la luna que intentaba iluminar con sus Pocos recursos las zanjas abiertas, los edificios bajos, los hogares clase media alta a los cuales se acercaban, en donde alguna gente que no se preocupaba de nada más que de pasar -pasar con la menor incomodidad posible-, bailaba, bebía, dormía, lloraba, fornicaba, cometía algunos actos secretos y degenerados, orinaba, golpeaba o perdonaba a sus hijos, comía, defecaba, se dio cuenta de que aquella mujer había tenido razón, que eran ciertas sus palabras.",0
"La situación ambiental de los ríos que drenan al Golfo, es casi similar a los demás humedales, estos poseen cobertura vegetal ribereña, casi completamente destruida, expansión agrícola y ganadera incrementada aceleradamente, procesos erosivos fuertes, asentamientos humanos marginales, presionando permanentemente los Pocos recursos existentes, en condiciones socioambientales y económicas deplorables.",0
"""Esas cuestiones me dan rabia, por qué tanta diferencia; o sea, al final somos todos personas, me da rabia ver que los pobres siempre son humillados. Que a una persona que tiene Pocos recursos para estudiar dicen darle todos los medios, pero lo que le dicen es, puchas, que se endeude, que se endeude, pero puchas se está endeudando, o sea, si más adelante encuentra trabajo por poca plata, que le va a servir para vivir: no lo va a poder tomar porque tiene que pagar un crédito universitario... Esas cuestiones, siempre van apocando al que tiene menos; en cambio, siempre se le van abriendo oportunidades al que tiene más"".",1
"Le había desvelado el lugar en que su madre, beata de pro, escondía un pliego de cartas de un ardoroso estudiante de medicina de Pocos recursos económicos pero sólidos conocimientos de anatomía en cuya alcoba en el callejón de Santa María había descubierto las puertas del paraíso por adelantado. Le había anunciado que había algo malo clavado en su vientre, un espíritu muerto que la quería mal, y que sólo conocería el amor de un hombre, un amor vacío y egoísta",1
"""Esta idea como motor fundamental de la economía y como factor de que algunos países tuvieran muy Pocos recursos pero una enorme potencialidad de crecimiento y una historia y un desarrollo importantísimo tuvo que ver con la calidad de la población. Y si uno observa a través de la historia las razones por las cuales crecieron algunas civilizaciones muy antiguas, esto tuvo que ver centralmente con que las mismas tuvieron mucha salud"", aseguró el Dr. Roth",0
"Gómez Echeverri expresó que INFOMED demuestra que en Cuba -dado el alto nivel de capacidad humana y el grado de compromiso de las autoridades- es posible lograr resultados impresionantes con muy Pocos recursos. Y estos avances -como apreciamos aquí- no sólo benefician a Cuba, sino que se extienden a muchos otros países en desarrollo, en virtud de la presencia en ellos de fuertes contingentes de la salud, enlazados mediante los valiosos servicios de INFOMED.",0
"- Las condiciones sociales del consumidor influyen y pueden originar contaminaciones en los preparados domésticos en condiciones insalubres, así como, el incremento de vendedores callejeros con productos sin control sanitario. Por otra parte, una sociedad con Pocos recursos, no puede implantar en todas sus producciones un sistema de calidad total y ni siquiera de análisis de riesgo.",1
"Ante todo, declaró el escritor alemán, debe cambiar la imagen de que las bibliotecas públicas son para gente de Pocos recursos, para amas de casa que no tienen nada que hacer o para los niños. Esa ""es una imagen muy desprestigiada... La gente tiene una visión equivocada, porque no sabe que podemos ayudar igual al comerciante, al científico, al abogado o al estudiante"".",1
"Tenemos previsto que estos recursos se destinen básicamente a programas que beneficien a la comunidad Internet y al sistema educativo del país. Pensamos que la mejor opción es apoyar la Agenda de Conectividad del Gobierno y aportar capital destinado a préstamos de bajo costo para estudiantes de Pocos recursos, sin importar el nivel educativo al que busquen acceder.",1
"Esta nueva reforma laboral es nociva, porque permite legalizar las 60 horas semanales de trabajo. Todo esto va a llevar al país a un colapso social extremadamente grave, y donde el país va a ser sobreexplotado al extremo. El mar y los bosques están agotados, y los Pocos recursos naturales que quedan van a correr esa suerte, con un país lleno de cesantes y con salarios miserables.",0
"A pesar de su tamaño, solo 500 KB (el peso promedio de estas herramientas es de 12 MB), se trata de una código elaborado para agilizar el funcionamiento de diferentes programas mientras busca evitar la desaparición de archivos ejecutados. Es una de los instrumentos más recomendados para computadores con Pocos recursos de sistema.",0
"Según él, este caso demuestra que la aplicación de la pena capital es ""arbitraria"" y depende de la posibilidad de contratar a un buen abogado, a sabiendas que la mayoría de las víctimas ""son personas de Pocos recursos, casi la mitad de ellas personas de color o de las minorías hispanas"".",1
"Por lo tanto, la cinta no llega a alcanzar niveles trepidantes de acción y como complemento a ello, se incrustan chispazos de humor, pero casi todos de un exagerado mal gusto. Pues bien, estamos acá ante una historia de fácil elaboración, ubicada en un futuro cercano; pero con muy Pocos recursos para sorprender al espectador, es decir, ""Nada nuevo bajo el sol"".",0
"Se requiere de un gran esfuerzo que por un lado tienda a profundizar e incrementar algunos esfuerzos institucionales de relación y vinculación que con mucho éxito, pero Pocos recursos, se han venido desarrollando en algunas universidades y empresas y principalmente se requiere de una política deliberada y hasta obligatoria que desarrolle vínculos institucionales permanentes y sistemáticos como serian, entre otros, los Comités Consultivos Permanentes de empresarios por carreras o familias de carreras, los proyectos y programas universidad-empresa de investigación aplicada y desarrollo de servicios entre otros.",0
"Con excepción de la UMG que, no cuenta con un programa de becas o asistencia financiera a estudiantes, todas ofrecen becas, préstamos y/o subsidios a estudiantes de Pocos recursos que ofrezcan un buen potencial de aprovechamiento académico. En su mayoría la asistencia consiste en exoneraciones al pago de matrícula y cuotas. Regularmente, las universidades solicitan la colaboración de entidades y personas particulares para que faciliten los recursos que son utilizados para otorgar éstas ayudas financieras.",1
"Pese a estas cifras, quienes dirigen la institución sostienen que el CENTA no es ningún elefante blanco, debido a que cuenta con Pocos recursos, por no decir casi nada, para realizar su función principal: transferir tecnología y dar asistencia técnica a los agricultores.",0
"Su ágil para atender a lo mercados le dio ventajas competitivas insuperables. Incluso, como eran pequeñas, una bancarrota no ocasionaba un colapso en las economías donde operaban. Además, necesitaban de Pocos recursos para modernizarse, elevar su productividad y atender los cambios de los merados. Esa ola que empezó a bañar a la mayoría de los países industrializados, los esquemas empresariales también iniciaron un proceso revolucionario. ",0
"— Muchos de estos juicios se deben a que los jueces declaran la inconstitucionalidad de ciertas normas que adopta el Ejecutivo. La culpa no es del jubilado que hace el juicio. Mi padre también hizo juicio. El problema es lo que le cuesta a la sociedad. Hay Pocos recursos y así, en lugar de ir a los que más necesitan, se benefician ciertos sectores. Esto debe resolverse.",0
"Ocurría también que a veces alguna Secretaría de Estado, como la de Educación, comprara boletos para los estudiantes de Pocos recursos, pero en realidad, nunca se dieron en el País las condiciones que le permitieran al artista ganarse la vida con su oficio, ni hubo ninguna institución que se encargara de favorecer el desarrollo teatral.",1
"Nadie tiene el derecho inherente a quedarse con un puesto"", dijo Guerra. ""Otros dirán, sin embargo, que con todas las dificultades y los Pocos recursos que tenemos no hay necesidad de enfrentarnos unos con otros. Para Guerra, sólo alguien con mucho prestigio tiene la fuerza para derrotar electoralmente al titular de un cargo. ""Los titulares siempre tienen la ventaja. Obviamente Villaraigosa considera a Pacheco vulnerable"", expresó.",0
"La titular de este sector, Amalia Anaya, explicó que este convenio se concretó en pocos meses, porque en septiembre se iniciaron las conversaciones y gestiones con el sector de las universidades privadas, que respondieron positivamente a esta iniciativa para que jóvenes de Pocos recursos logren alcanzar su profesionalización en las aulas.",1
"Advierte que para 2000 la ""casi totalidad"" de los bancos privados había pasado a manos extranjeras, y que los Pocos recursos disponibles estaban comprometidos para pagar las ""deudas ocultas"" que dejó la administración zedillista. En el tema de la nacionalidad de la banca privada mexicana se compara con Zedillo y sale bien librado.",0
La fianza impuesta a los cuatro imputados por el caso CPV no fue la única novedad con la que se encontraron ayer los afectados por la promotora. La noticia de que el Ayuntamiento de Madrid ofrecerá una parcela de suelo público a los compradores con Pocos recursos (véase EL PAÍS de ayer) cayó ayer como un jarro de agua fría en parte de las 1.200 familias que han perdido su dinero en el intento de compra de una vivienda.,1
Desde la toma de decisión respecto a la distribución de los Pocos recursos que el Ministerio de Educación recibe se empiezan a manifestar las inequidades que golpean a ciertos grupos de población cuando son privados de obtener conocimientos y otros servicios educativos.,0
"En Reino Unido y en los estados nórdicos, se reconoce como un derecho de todos sus nacionales y su gestión corresponde a las autoridades regionales y municipales. El modelo de los países mediterráneos (Portugal, Francia e Italia) es financiar la dependencia con cargo a los impuestos, pero las prestaciones sólo benefician a aquéllos con Pocos recursos. No es un derecho universal.",1
"Las casas bajas dominan Waltham Forest, construidas por el Estado y entregadas a bajo precio a obreros con Pocos recursos económicos, como fueron en su día los padres del futbolista. Beckham nació el 2 de mayo de 1975 en este suburbio londinense. En el recodo de una calle, casi escondido, se encuentra el acceso al hospital público Whipps Cross, donde Sandra alumbró a un bebé llamado David hace 28 años.",1
"""La labor de Chaplin como productor, musicalizador y actor lo cataloga como un ser multifacético dentro de las artes. Pero el mejor legado de Chaplin es su filosofía de vida. Él representó al vagabundo que sin tener nada podía convertirse en un ser humano feliz. Además fue un gran crítico; con muy Pocos recursos logró obras cinematográficas inmensas"".",0
"""Consideramos que ya no era adecuado (seguir participando) porque no estaba satisfaciendo ninguna necesidad de salud pública para tratamientos en países de Pocos recursos, dijo por teléfono.",1
"Los medios que actualmente promueven la idea de un boom del cine en español mencionan que, cuando hay un exceso de producción —como es el caso de Argentina o de España—, suele haber un descenso en la calidad de las películas. Al contrario, se dice que cuando hay Pocos recursos, el talento y la creatividad se potencian. ¿Le parece cierta esta ecuación?",0
